source_node,destination_node
1678617,356434
640246,790582
353279,134486
98198,51407
1652739,20558
1601695,1651805
899438,1595474
1472700,1820794
993588,966967
904313,1676007
905828,857990
1578297,90926
576542,1116793
1172065,846284
764181,832977
806629,194608
1090055,881175
1067137,469516
1394523,1229437
1593812,813744
214568,369693
1184597,593804
210357,1241761
589225,804182
578386,1139891
100272,736068
735876,637141
1672784,932810
1214316,766256
361773,831585
658698,816293
201306,130568
596431,1089685
557892,1684966
1317483,1062041
1256473,1661075
882192,728277
987451,1301296
90228,119628
270233,1847837
152987,1807527
1307393,1518902
205422,463691
1033858,1241763
1850508,288852
1241209,613146
651312,1528881
937885,1417663
1845801,959988
1207760,261717
734199,834692
1447751,735137
64560,876812
1431,1367801
333807,743060
1002714,1689865
1308668,1751540
686922,385921
318253,1575147
106659,1072401
263362,1737146
1337895,1745676
1690963,1639197
1177738,953415
274329,330475
587189,20699
1576812,570361
1390128,142060
149277,642236
992296,164057
1006909,113954
160468,666590
1401284,411049
293016,695999
4053,493282
891803,1123422
1450943,1753636
1256728,453935
1220255,394723
1283363,1044007
275133,1103579
1600656,947314
486585,749439
486447,827785
1850581,961211
1367936,594457
1031141,1823314
1060676,5414
246219,473727
1837035,454215
850385,1113094
50399,1058240
1181930,50180
735020,1565600
1503032,733663
1679072,223573
532522,145118
1743424,267904
665133,1622115
148578,1404326
2925,295690
1246602,387802
1851253,652823
1598895,1734726
740461,1033716
1135459,911102
1744778,834607
1049658,770276
672792,915643
1284680,882631
57214,848743
435865,1362460
1553964,1489774
1265707,1757744
1466761,1553210
92604,239058
1120757,612787
1614059,66066
346440,1529923
1479956,627598
1851213,95759
911599,1747519
1430342,1413916
1673709,392164
1336990,55819
1698063,859691
547725,1025166
1531515,809847
1842617,951548
260184,527918
1041937,1655189
199064,1406200
933867,696383
1278161,1587904
26399,823267
930107,128350
1125571,1602773
214933,422614
56446,1098076
1500012,1373757
606394,182775
1646392,149981
1169715,1244517
794480,1011643
167134,12301
1712506,1822821
440496,1498490
607636,334208
1183178,675994
1122171,438491
1577202,1291093
730334,1618518
241776,1418075
1055382,1535244
1160696,675105
1361017,1488877
848009,1470601
23350,503060
488512,783487
805032,1741250
1597175,1028210
523454,806892
1503661,328474
91806,1365916
242959,1490221
1858795,1029636
1713090,31594
1784270,1087386
1632591,69300
376385,1131624
592433,107103
387746,472766
295203,1838333
624843,1041834
1133179,786506
1533323,799097
450793,360218
396585,391952
1108430,544422
885500,278582
1058225,1700839
1364415,595857
1761576,493028
1582131,497611
117099,1587457
769304,321512
1808487,610924
901933,959701
1369894,233572
1837300,380413
1733299,1121814
1733548,86385
288832,34789
1275563,14760
1264986,1446476
737937,355984
374813,1332798
1708307,540439
1519512,1375844
1484434,1577068
1389531,1616410
512639,1085387
284023,460805
507498,1452477
361895,987875
797816,1342749
1286263,123992
947388,1000702
279359,249087
1825170,96283
788983,855374
887006,1518698
1785462,683737
879142,1401888
82678,598590
871442,182055
763472,690345
1757413,1149523
1621526,1477456
762420,847530
50759,793406
369109,1411852
967465,1056684
115427,820990
983088,1495904
199770,332639
507439,620590
1752178,471580
1306867,1031336
1636318,1022403
367761,1834642
631925,1729215
1229062,1038374
1285655,1391768
1438412,1733147
1766405,1243004
263713,1436518
1475603,718703
633657,216315
1727611,1201050
1582155,341429
805519,526559
961708,480206
1348901,559824
1301120,1593710
1728729,694686
707787,262497
1043335,1469203
399127,1563365
317231,1488351
282674,1647391
1530339,436784
1811723,1046959
894035,1316555
1800571,121055
514289,1167844
996568,830096
1308041,451211
1436104,1379392
1440423,1070440
926906,1709044
89033,1234608
104623,217109
1316594,425271
1106175,1016747
1277603,493701
1608888,1443824
1287131,1412457
207161,413654
718982,1386291
1806866,569629
1633883,1757724
1828284,568095
869641,162918
888942,991128
125986,543247
52071,1377139
1404171,1258892
633262,1401175
1813434,1546258
1496377,1555936
1058797,948376
854927,1821157
638341,163847
1338745,382837
1230267,1745377
1148747,1443334
634868,1552916
844985,561553
1625590,40424
82392,1254760
1216586,1427325
207834,1543402
802735,1103474
870344,327378
1816066,608968
1719815,1606681
1718085,1485423
262598,33773
1408771,791824
1316412,1382068
501473,1731241
1578446,1143582
1711022,1645488
472109,488946
1279141,777314
32372,1163373
180533,207480
1623924,1181888
972740,734862
238152,642670
33199,1235601
694406,722030
1500450,1412075
1374197,20323
1824969,1039462
1326282,696494
1686001,816616
625994,930290
753300,1267772
188879,578845
93028,1491340
1577005,116183
994617,1726794
1697508,1679244
35448,1304097
815847,1809456
50200,1705418
1546012,1674563
1011798,241638
210096,1636450
153786,32978
1745491,1080723
1165640,1091495
1459756,1372682
373907,1208406
581492,1146590
1520647,1433580
521836,1799903
443398,1466169
119748,671773
1652857,270532
718769,889771
1713574,995716
1779993,1207896
36963,2625
53498,1048357
610583,1589528
342801,659892
1629348,1427569
193761,1200485
182936,898714
903886,954872
86238,219893
1267397,77217
936286,511736
373994,1619124
1394318,890551
1853799,36287
1174761,1281166
1427069,1761065
1681108,1026367
805777,302208
817186,1469803
623129,1185285
1026609,975093
1598370,1254058
1824357,1847114
36187,1148319
444961,276042
234934,1703089
442971,639547
1525349,1713693
1583490,1697316
1839480,1587414
1327894,1824636
1334279,675052
1831706,1201579
1182623,1132681
166618,1828075
111212,1176667
664712,186868
592991,771165
75792,89268
655897,499111
682667,1859639
866966,1355751
77140,708172
917947,1239172
1214078,1432227
253119,1265431
1103886,384976
730672,309514
1411383,582689
535388,227048
698292,1413349
1699899,1187727
1784228,1190315
702034,1574023
1324861,306144
1730607,1599563
940189,1434727
776412,296114
1816696,129959
322847,499712
1155745,1606925
1039383,988984
393968,1181839
547364,54489
1743385,26715
1678459,1384411
1274643,1735784
1048592,1015256
711930,309798
155384,1735460
1311220,464097
1816260,153539
720869,121217
687746,101164
360635,70336
1418527,861875
187087,1776720
1276654,1159465
885619,116339
648675,1566484
821914,602282
960830,1286190
326551,1142918
387464,1364141
1665477,864363
153763,470051
1542159,280803
776066,156290
128710,1297257
993078,862459
1555344,1330176
1362659,453162
310754,495545
464427,520084
1345202,1152912
546831,875594
999942,1545755
881394,1527822
1529652,506622
1798812,1145098
1785471,846526
543797,1022825
93140,1756415
404155,1294564
1435394,1827355
399448,700622
799614,442732
220420,1490587
317172,1460647
1430142,536172
706087,108027
616939,1262708
1523931,1268996
1596240,537625
488974,218660
1318137,1345902
281869,1055354
261819,1289736
873672,988536
350814,1639474
463649,1680297
174858,1063479
1821033,1149125
105157,849687
467394,633335
1052161,1787381
711540,416226
723716,1855848
132787,1229135
1142694,1220973
1519512,384923
447716,1430390
1121020,540536
864744,1681426
484535,1511912
772547,181201
776501,319317
589236,1304904
976811,257467
324601,278704
494515,621095
1041925,1478064
1681187,645910
274926,1650555
1212065,375410
402915,465587
283552,686713
1387020,1385490
1616446,1193735
417401,430136
688663,1010983
895856,1377650
531606,835817
173004,260026
415704,1083727
249550,116978
945398,980690
772104,1201050
1549612,1756048
404004,1234355
360943,1104683
1246853,1599073
863179,850572
842512,1518477
784831,768840
969308,677170
530959,48632
192211,871899
110439,1275467
683075,817657
1411969,964524
184409,1290543
1851475,369796
353942,1680906
944241,698149
1005121,1799811
82762,1167563
1543437,492229
1232169,856247
93100,240886
1778985,1732384
554653,1149516
1116027,1587380
1383829,1663929
383988,932613
473141,537848
925616,1667773
577216,1065155
1759264,363703
1170955,295512
734345,1754935
362815,1615103
1296099,599970
938088,545754
860765,1677173
108980,1011732
1766732,316214
515910,416062
1417317,1311391
1141238,853306
1026609,293834
898318,225313
830248,1623606
756165,1142613
1583170,640511
1479902,291491
1136538,680700
949642,264261
1682191,1722172
1796972,117899
162995,1546989
1704941,980603
750122,1130724
1823204,1797124
1017920,791165
1484439,1075825
511703,964783
1700792,752422
1832042,1283228
710907,1212095
1570445,248033
1406127,919257
336870,1591872
717376,523354
1494494,1150065
521016,388882
172330,465244
1491327,1174913
36723,1163897
29459,1444783
1021250,618598
1811517,477022
1360582,80631
525433,1740887
912118,522947
1230267,1520514
1580620,1575257
1163504,1049445
555486,1143654
1682996,381152
1610382,551161
162553,940214
1628736,388773
1677541,321196
180639,888112
279038,107216
1731185,187491
1239741,1096559
1580282,340829
290967,1817861
642616,454502
1635566,38834
1804842,59361
298222,1821890
1593017,1462544
684971,764224
876199,476059
44551,1451735
515336,400172
140959,1014264
199873,887971
1483210,1410936
801430,977360
1372353,651563
1516348,170693
207464,738464
748043,1030817
1800185,1146238
667594,39583
335877,219103
1687290,1432807
705829,1307494
552088,936038
257768,175983
1383353,1807958
129296,1040540
242979,128544
252988,128404
326919,1668689
321338,554393
593697,62965
1109916,108558
1848127,147428
229262,991310
786794,857462
1088956,939578
1841754,1180103
1309367,465396
1489168,206238
1143434,739364
812515,1314735
948589,681018
1195894,1399684
1513616,1095969
100310,1203086
962113,518594
1471454,15910
1166438,1371
1800227,260591
675762,643535
775338,811712
1618738,492039
1064743,508771
292456,1018137
825530,9048
677293,608982
253859,818286
1068918,958982
451733,1782132
1787696,804190
853243,153835
1685734,1011761
312635,772797
1450155,197531
1385403,1461163
834701,1070220
972356,935862
1590690,313223
983113,304573
1292411,46882
530695,1309980
1175472,362932
48322,646674
170884,1600987
565063,1233448
739421,1136785
32137,498409
1502965,1652229
1676243,1726034
664556,837580
299274,908114
887171,515650
1162579,1388004
342093,266861
289406,1133711
874403,1103676
161953,1233377
1074606,853747
506490,660004
244647,182775
303754,473972
800227,974277
17969,384984
566507,1150257
72172,418614
1202220,1708343
910531,1655701
818110,1689250
84845,328385
779800,359986
150631,1159411
1239416,738754
142992,1214945
1722563,541053
1550024,777920
601729,15517
300429,1004324
1117566,1267829
909740,1018231
1120555,1248188
777947,1718070
1737866,384300
1057363,1758550
1501753,232639
1399290,1808139
1136497,374493
65427,688363
1692587,91007
754170,1420915
1206373,339866
1003091,615999
1120689,1271318
1722067,1262487
950799,686514
127283,1264580
169650,1049550
696618,1449038
1691770,1341007
626744,1038551
944119,280513
1103919,919486
11939,878000
224969,666911
273129,895925
597406,437159
945376,1163025
1857238,1479207
104262,1217824
122311,1326340
1564714,1550317
1802225,1327535
112531,957756
1393248,347147
1412893,1055037
1458046,718228
1010012,1192954
1159320,1236870
469546,710035
1332664,677084
433132,699473
1612077,221641
1777586,341233
348085,1314792
1093990,1415178
434714,1579383
1593936,675117
1012066,1561632
1591451,1479372
1454767,1827944
768624,627432
1609884,225500
312185,197144
1134437,1254452
729185,1268788
915229,1074072
1411781,684222
1422690,658487
829601,520820
1037222,1292760
109696,1178357
875380,966375
636393,254775
501377,1315966
242197,1140083
1255843,1580689
150722,1213078
1162485,260522
819534,1237293
258534,703219
1011539,125711
377863,1397254
176900,623040
506472,1182986
883536,1155977
1704574,1682629
528982,104661
951633,341167
1809061,343901
1453700,1472416
1251321,1424949
1786700,1519534
189872,1171225
1470109,1391423
1329354,452884
1635787,359899
1474352,686426
748707,1435490
1471254,1726018
39123,1413709
188063,360373
519396,886317
1248164,604747
1428049,1718035
681206,309700
1075659,1299212
1201949,785724
983451,1469448
388312,876609
1100562,1070901
1002441,259018
1801786,1853820
586848,933636
700633,579387
331677,924827
1141171,1339466
1456441,1063595
743101,311265
384886,505809
179024,251614
1585511,943794
257700,1717738
246202,1556494
1209602,1317097
931482,311532
460836,752065
571765,34362
1391661,1401885
1731866,1566599
242635,1711337
1540339,884935
1614310,546946
650097,1222347
185657,951580
273957,1321427
1392828,919265
1601699,1102516
1079566,328416
1645909,265192
1659340,1391691
1442271,566671
1180024,1810045
1297899,1833026
1745659,1257
681953,461184
454102,832033
722672,100002
928853,1763027
1082122,164235
1180904,1672321
754596,133621
700243,1005182
1521836,879372
683055,531719
816126,284545
616655,1380227
101902,700240
1624578,1110812
1725701,1133913
1523482,376238
864635,1318130
817801,371183
1665242,32059
809726,1281962
807326,1815912
1010984,15719
1197320,203872
1221075,613524
461632,1714123
1349459,779193
302174,737748
1422761,1795923
283860,1343797
252065,947268
1008267,1732827
67414,1592541
480790,818836
943472,940921
1527943,1025533
333421,1086578
1719722,704192
1477208,1379079
462554,1110431
1829496,1304944
1291800,181414
479145,1047911
1702927,1276412
1821858,604692
1777296,679402
1662015,1570729
845820,1503198
1308547,1171912
1190729,185315
1854053,170764
1712722,1113122
956587,884932
359030,1711058
114564,464469
437552,725167
1362650,1383509
1558317,425273
1006284,1605367
1211055,741342
1156498,1177871
1838150,380502
893220,1314503
1029959,1429370
230723,729069
387792,874593
1827236,1104375
610895,799294
1831182,513400
922426,776825
1118186,749891
218434,1743626
1018176,40278
49065,564838
1347288,574575
606992,1237645
1007221,1288283
1820025,485901
306050,280115
173055,1103489
1488699,1231298
1443730,208875
723216,1378510
938006,1658050
401697,381436
145645,599158
1395863,1583927
84683,40210
1285606,1758042
622823,184666
464536,173389
44560,1582220
1236757,1175889
311843,119159
680810,1324721
1032135,1589325
394866,10037
561774,654827
1274075,513608
1112238,744562
974705,888240
1782399,1804692
867810,1524214
555837,692626
321872,782018
1515474,96531
218040,771226
1565153,1364606
1573344,654443
247046,509466
793332,1372528
990219,1604427
1523614,394051
1738856,121661
11008,551621
1269286,325295
1845224,564914
1213404,1640638
961593,587289
1031653,1221186
824193,123554
983561,1519536
661861,1001012
934364,886160
1329579,1693833
153958,973479
389706,132474
545789,1025714
1744997,1730575
1360296,699075
1212055,1649365
817941,795776
1258967,1782995
1027766,554240
1293857,668683
696532,561855
1725775,705021
334713,604014
884117,919203
261280,14051
1257760,1319721
1694404,1126125
238212,1214476
959190,571631
337106,16418
170001,941708
63623,239588
1567086,1012902
865768,587254
403096,1298458
78109,1015095
1584230,66407
1330480,1711992
702423,1606743
635660,900303
1730351,720591
1019632,1818849
997959,1859618
1663010,636123
116077,1156170
1818282,1361962
468215,1610202
132197,1578977
1380672,128907
1074068,1843788
864805,890353
255343,1134357
685081,573192
118755,1687880
1323597,370252
275713,1795157
783487,1262932
232733,1033781
372304,323959
1636071,844664
355377,34820
1503695,1751437
938711,241831
1707613,1715225
1541695,85363
1362393,696630
454640,1053733
1461751,926897
1398940,761478
1211516,948101
1544065,634335
269190,518819
60216,562376
1733948,682661
769006,1005694
1011845,1024460
521085,314319
1508136,1593778
1293573,1578966
625720,1215719
994241,204876
882374,1236546
238132,186901
924049,1613027
1185652,1757447
912778,880966
189504,1281518
304043,989066
911491,25262
961140,797678
728256,1520444
1717927,1365051
258935,1145054
684373,331616
1495180,1841144
126937,1234
1331343,1233264
301072,174086
1213922,1101584
1450945,1073158
533926,581199
765000,1791708
1206444,905284
1705555,1526855
480522,571325
1641550,1761793
1859158,849552
985589,1738050
1548253,264808
1427026,1783406
167619,1486641
694333,811971
1583326,536597
1308398,820550
1674479,866788
722070,291995
1185670,1588283
1854652,1808974
942005,1469454
300472,1096004
1180137,564182
1068170,1721488
1587520,1826268
383977,302978
204571,686172
1100289,987767
910742,1148060
479619,899991
908897,1155285
803751,495874
595834,1027357
48240,924167
1121433,1394184
953884,929557
1052238,842188
529161,285321
625642,761207
237591,1680987
1816626,1295452
1424526,989147
92598,1460583
1580300,1632007
1088294,1308702
500065,1482102
1247260,172509
1099349,1115145
63034,200937
265651,1437636
1723298,1049736
1177231,1495504
507199,628683
628266,1431032
972201,1757045
1274661,1668567
1229381,637898
687535,686973
1237499,1346040
1726584,730277
538369,253682
1251822,1348870
457930,141505
655897,1206441
194495,834248
937866,1834480
1870,1259504
1303773,1276483
863108,1339811
776016,629879
1664748,1307391
803285,443156
776969,1482077
829328,222120
628456,443047
579748,648533
1137765,787342
1479110,437280
375637,232821
351321,703770
1791589,473169
168412,1197072
1845880,844612
561114,1265629
564029,367256
442862,1084753
1626967,770056
598127,245335
1521025,1005330
240546,193539
288964,675551
1447062,1371521
1832107,510961
645694,1565514
124632,355567
1190227,604283
440962,773623
201758,1774636
52425,1627816
879394,1025575
1787139,444295
106757,733768
1335042,80051
615307,1315651
572990,510146
111092,736319
1638716,814383
1139224,635334
628630,1773734
92610,543257
1319721,616655
1248374,1448347
820682,780728
877266,664480
959029,889992
844932,1609675
1591066,1492863
1236135,836018
1023494,1469350
370626,473557
1853755,1317909
249885,1128139
1490967,198678
238321,843667
647392,581646
1213963,636905
802311,1652197
866291,929703
1674712,1689630
1519752,89502
1503300,1119140
817765,308794
505030,669082
1582930,462877
10452,842179
413654,1617741
1772074,1112010
1794752,316954
501802,1791957
1668322,1447769
1607206,1205417
605317,13912
1367516,1198123
220799,1048535
1199184,903957
358822,1828823
1655313,1460413
286492,363942
1354008,507511
1254068,353644
557976,252466
1066369,149474
700511,819613
245020,1229798
1001392,128364
1298522,759620
1091541,1677859
1374919,812052
180833,150243
1311437,205402
1569143,16795
908917,897886
1126425,238049
1593139,952999
1270887,472601
1740385,1358479
1092655,247958
1415846,1841133
1672348,469089
1760022,495210
526873,75168
186421,1699478
1220304,286285
1553256,965448
439516,1361932
1157356,1712730
1756342,1289169
50578,1402372
1211380,1605615
1311320,1627521
1011265,1861705
1852009,1455467
226420,1094304
1329432,1398634
1309503,1379574
70319,168985
1257537,786536
1625460,675339
817589,1380827
686448,1349478
1842953,1819189
1006943,851863
1544278,148071
971412,1268407
402419,1528369
1298718,860053
1720992,1506910
1820753,1604386
545138,1169383
1649520,1206776
406468,1672286
1266034,831
696558,436661
1556652,366142
346199,1651562
523961,1523478
149167,897778
895729,1343298
1855325,1754057
406063,39041
1009308,1129678
1020106,1540741
1273683,1824203
530037,252975
435225,1252452
1303590,165622
645140,551809
1213613,328014
1003060,113222
336184,438890
1348777,410217
631281,900667
142696,538791
1735876,485270
424334,150812
203170,956131
824639,1267601
514136,1346611
55682,1611344
1120407,1028963
340109,1656640
1081254,1090000
1393664,1098550
650147,43214
950151,1623727
1158236,432061
68987,1385307
271897,620083
1230008,1529602
1631130,172527
663553,1790388
1286685,112144
1831882,1241984
195715,1131727
1449301,408532
738797,576740
1285463,1529894
375331,1364255
63766,136088
1173323,1277898
20516,1424345
99151,487343
792038,768200
450788,955721
1528186,829304
1568587,197685
1423587,67404
259236,725102
943071,819840
1632552,603109
371481,1172991
1728677,529125
1152442,901428
1036370,1513444
15492,1470401
1132687,712024
53102,1163785
1212669,788931
364116,1624740
36427,49623
872609,1862084
47841,562899
1153926,753050
459926,1308077
748047,240957
1469660,780438
63530,696348
1076095,1287828
890363,1318878
537625,706092
487127,1571400
1849285,45415
1150586,1520289
457592,815041
1002651,129253
498451,1677289
453278,1260506
1594781,1596756
426939,359146
1452275,733936
356046,1133760
380629,1069190
466626,48274
96321,553238
1292298,895431
1159269,214960
1823142,904805
839200,1843742
1474237,524192
577075,1738051
380045,92310
30346,454598
1703940,1784742
884037,563896
340742,1135456
706029,1531584
1599209,315259
1094177,62040
1393127,636322
124671,931889
1716257,666721
4718,1376872
607185,1003621
1733548,1267171
345112,1680869
94737,1053068
349757,574068
58593,888617
1166247,418777
344157,924903
1855165,263180
257103,1770415
231583,190737
177198,50108
848646,211438
1796614,146437
397142,1383440
1487933,1387092
703152,150280
1293357,1465433
1464915,1097546
951100,1190702
977578,1454330
1353221,717856
1640029,904725
453979,1649287
492055,467722
1565806,762334
939826,187524
469802,967374
1831702,431764
227167,447072
862716,758487
1339211,896914
1331372,133208
1197384,1061522
1658758,589810
1413865,967841
1569543,1072979
876207,1280373
596672,595994
1824638,647552
1759553,1754148
1681938,166844
757467,59578
541742,789557
40046,383349
126984,1493553
447348,902875
1614748,716759
1548109,934943
296775,1372693
844954,1298172
1142405,643324
1180414,1144296
231177,1013341
332510,474423
1452566,1427467
132735,1474454
1719602,1770249
1209572,1230943
1014512,285887
1351200,131538
1402940,1763008
402075,1844050
1580762,955179
1109325,1315443
412217,414007
1202660,462823
1464351,1561541
1158766,1166989
1728951,451115
593073,136796
307928,946265
1292922,37541
17032,1834039
961606,340139
970411,524526
1647088,1698429
592240,1745505
259050,1076328
1548909,1627256
53228,1428592
620769,1313673
672930,1854820
905104,686445
699968,627893
929729,1086909
257054,1030676
1597012,367085
1068362,197487
882408,46466
1002107,385019
984847,731087
1087463,450796
722918,1292252
1015606,466989
1402806,13315
591428,940071
1827646,868796
1579523,308238
1016803,1575558
76703,971562
940375,483613
552008,576438
1555555,479534
595305,1722389
1697389,1106388
130915,276075
437081,162567
1146367,989649
1065738,71138
1841078,1722036
1283309,1566216
830907,1712884
999477,709049
892427,239278
517072,363776
1451022,1395743
1304587,179070
925225,131073
1365753,737705
466810,408695
495841,1581679
918418,659623
1101404,1448535
1765562,449228
212296,658533
1641617,837540
990027,331292
1383276,360136
631751,139913
575348,551871
770110,524841
650248,1607118
85128,1378127
485148,1562773
446883,894326
47254,1330699
649638,1335247
1699674,264709
1050267,1090275
1759068,19502
101810,1706229
1092813,688846
692513,685281
306012,1542724
832625,521008
1428641,519279
360529,1471999
450930,1854341
605332,232454
581207,817800
1816300,788558
1429921,186550
1630004,1422043
1094619,1856189
84581,400738
1418326,1487539
1634634,1387961
814895,183163
1767704,1160019
326070,17813
848569,1805539
1843677,774412
1343842,452298
1780527,1163234
441123,182058
1358011,516571
1398577,749480
629608,1184190
480106,534865
1076449,532585
498003,1628070
1351425,1846094
708836,174150
1304792,1547263
92159,357629
532417,786530
1855987,1355562
637825,142728
123395,258050
1220993,993481
1484523,655856
1502324,1441472
1641700,61587
917571,968533
708367,1211387
874918,116840
523632,1839905
1530741,31797
585421,1128270
68223,898752
206815,1006284
1563004,597086
1407487,1447651
1344247,1057172
167432,555202
1437466,393998
769735,864157
1810126,249587
442295,48926
1565029,734048
190847,1194034
204742,1588183
1292293,82401
1751733,1100674
1030190,156024
1664114,1835482
1069331,1719190
516929,551158
586539,1107130
2570,172031
1249181,379163
1783406,1116681
238022,829296
54563,1257612
357354,45849
196124,193960
1245489,434345
1013966,1582507
951209,481300
1771201,1132694
1171407,307983
1336904,1409581
1463581,298589
353942,1504855
595761,236707
1478473,33042
1182705,908108
1094475,142227
790496,417919
1394441,182715
1669046,1215020
526805,1429602
1054673,449369
1547421,625632
1640193,577288
24469,1246370
690095,397768
760409,978320
1109066,1078370
1358448,131789
1196240,525972
1754682,431042
685006,359413
1842808,870470
1220248,1780434
1750210,2627
1243554,1403396
14484,849269
487931,1424526
49720,1596364
464726,1626799
1725092,415405
266008,1579923
1355745,323468
353119,623237
232689,849839
303884,519296
1363712,879702
484857,937904
1764026,1423545
415019,267748
1166001,589312
40758,937447
957913,833722
88042,103038
517126,1317218
300372,1547044
1809744,1430622
625860,966284
150093,1474512
816519,1605372
112286,23581
1185281,1629569
449703,1553377
1551115,1783552
397460,377829
794753,779247
424767,95211
1366493,751566
724153,1671460
21881,471998
582687,1347277
1654344,1520642
1483520,892022
1534815,1488491
327176,485894
557292,295390
871287,1246822
992773,705962
551705,1333362
1676874,1361733
126858,384658
393210,797498
1723009,1062156
141140,685865
780051,513967
277646,1571859
1133173,151659
1279499,1440719
1659267,1844819
1599746,805462
418113,81633
1360778,805630
319152,893054
491458,323781
589942,216214
1490512,1593548
1734593,930905
995623,1325394
950229,1500454
1423909,1737490
11314,452212
393716,62906
389483,1061170
208782,1489963
1722309,1508361
219873,1120268
1403520,455529
1152628,164941
1442491,392266
1573084,1007271
1148410,1424486
202606,542311
476514,184876
703955,1688317
110851,12240
1854602,792338
406108,1330005
657516,1823604
1616238,80520
1359624,1143556
1399707,1524657
34012,946443
868649,93333
1646812,192896
566234,450639
1061536,1658068
1851133,77653
964620,1386537
941562,321704
940055,1672298
91973,377869
1515695,1715890
323095,762692
1043134,1127621
993338,262054
785726,545506
740498,1280289
1793776,1025260
889192,689409
1538662,754918
166769,1740096
1796257,538691
430403,608351
416000,167573
1808943,54486
578722,512306
914344,723410
772826,1843075
1040398,879234
1172029,693020
890471,438547
912994,34239
604491,1285486
1718562,676093
547917,1045977
1271976,1168071
602303,561651
784319,668167
1067101,202511
1229703,1214375
443265,1204222
1802739,855397
1141025,360672
388926,1388301
1216557,1095412
886184,570776
746969,944546
1305385,1776817
191901,111227
1089319,1084302
1162150,755294
1585666,1035477
401008,461189
838476,993363
939913,550089
94942,79650
1054679,610998
1217834,252300
1421555,558355
890096,1341663
1316546,1297081
310028,324654
1852120,642966
283440,1660064
729025,1482243
1823434,368431
88317,606895
1191854,1677738
474642,566142
1261768,1490821
1322426,994506
1308419,1404433
478057,1677942
1541112,1776071
216966,923764
1230248,1314771
1647708,353753
1438456,1838034
1314818,1504627
343279,1714704
1385731,957408
1168113,1169119
559583,890278
1440632,1072637
549537,1143687
321434,1405626
1077951,1694350
1291983,1793711
987304,513579
756332,552561
1095621,580453
14706,291751
454013,1337673
1423073,700159
1765544,880441
1841618,1093461
1053330,1744502
715390,735826
959613,1525105
487127,1344091
939797,135649
1367354,152925
941486,989352
975757,1476614
708793,395819
841378,1789020
599023,1466557
178399,977498
1292520,736651
1504205,1480996
655245,298252
1390606,1623230
1042523,1194008
1629305,1704502
1254903,1002913
666090,308522
164449,543984
411064,3925
250870,1071749
1129166,193439
379112,1381070
99338,325780
813976,751046
1070316,367719
127726,639335
727407,393442
1035441,1188037
301532,802257
1199537,637105
1001407,601238
1248478,979483
1620298,8313
237954,1707275
1327587,1221491
326646,1607959
364093,1004940
1299476,1769883
40844,32923
157373,1603174
651568,1327777
496568,1170328
1678478,1608311
654531,1774543
1398010,982448
1551810,1146768
1079269,659522
1689369,157253
1677583,1166625
691751,1499157
856988,1543332
1603070,120739
755129,300323
294220,1420819
776496,325100
954476,1245159
1779767,412074
1082567,1563804
1067685,786344
1477139,975624
1719654,1519461
410859,751954
221682,1332944
1311322,1260736
311070,45054
432353,820586
924324,666177
248485,1030066
408695,628627
1064350,917635
1758480,558211
447370,1597629
888682,1015827
231367,370581
278589,1588184
36031,244650
208980,1518774
508579,113280
314162,1064212
1669696,1592194
779836,1613430
365187,1331824
1023822,455223
1458029,1421775
982007,83965
498162,1679205
946187,1695086
1531816,958585
482964,1062474
322565,958220
794020,402678
822274,904913
1344746,802290
45779,74450
140768,1197539
192509,1539523
1462372,1288813
755355,1568601
947974,989747
659954,1565193
645898,1661314
1660295,314041
23757,1363906
406031,1385678
1174473,1539323
306952,322609
816704,177449
1065982,557025
19154,245312
1467667,466530
1133182,1439888
824119,1481385
14173,1698137
241647,1530464
1353424,411624
29864,1324880
64983,627123
160955,1646792
1642992,768202
23639,1491952
1272529,1792572
946600,1089141
122855,1722068
822934,1271732
1223238,1315547
1710450,1247615
1613249,1548122
343572,275787
1495734,398692
694263,282169
62278,1327067
848393,405844
1707026,759430
1496449,1345222
830490,877489
269263,469579
165217,475109
99225,1395153
79771,1563835
1328970,661842
1340993,1614403
381490,1012862
298191,846017
386019,883412
1729221,1284114
1125441,463061
1217151,781460
1229636,118004
51007,1685587
1125499,1065535
807130,825654
292663,1823920
1487769,1368928
1550706,1333433
1329333,1426407
867899,1860639
791335,534972
321308,986275
264615,952017
1163620,1326789
876097,1711454
789040,427074
228780,1392062
1256320,1165722
917621,1337529
1110028,1415984
252496,846713
1231463,1595823
1155283,610359
743563,1679409
872639,176429
819460,951648
1636918,324427
980414,476219
1472347,1042452
161786,1150917
1058011,427951
1229084,1438406
43611,1135882
1341585,106232
1672421,1021601
1437068,691019
439084,939962
517643,1353944
1362759,960740
346169,639089
1463611,256431
201085,741705
1052606,1801117
1595680,1367096
709819,271026
1381719,86463
1552739,225678
565102,1057623
1442920,890862
576975,1818793
1279788,243818
996194,156064
575674,1031678
1704919,801799
296775,162930
1775332,294617
1753694,918911
1535134,216660
899745,1462761
1608726,1127094
333413,1339429
901875,1184311
1340331,295185
916180,886117
150388,189172
315689,420269
1764063,354218
856859,249849
1817903,1775026
623052,1429417
894666,1089861
750967,319301
271509,1578869
1276058,878849
216968,1738323
1643850,1100180
622379,223778
213807,1399322
1253388,1623504
924362,331541
562125,304612
1737523,801827
168874,1515815
1315051,114716
1352860,1107694
